ticker,exchange,assetType,priceCurrency,startDate,endDate
GIMAX,NMFQS,Mutual Fund,USD,2001-01-02,2019-11-29
GIMCX,NMFQS,Mutual Fund,USD,2005-01-03,2019-11-29
GIMDX,NMFQS,Mutual Fund,USD,2009-01-02,2019-11-29
GIMFX,NMFQS,Mutual Fund,USD,2013-01-02,2019-11-29
GIMMX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GIMO,NYSE,Stock,USD,2013-06-12,2017-12-27
GIMSX,NMFQS,Mutual Fund,USD,2017-12-21,2019-11-29
GIMTX,NMFQS,Mutual Fund,USD,,
GIMU,PINK,Stock,USD,2007-08-30,2019-09-06
GIMVF,OTCGREY,Stock,USD,2019-04-05,2019-04-05
GINBF,PINK,Stock,USD,2017-10-10,2018-08-23
GINCX,NMFQS,Mutual Fund,USD,2019-02-08,2019-11-29
GINDX,NMFQS,Mutual Fund,USD,2016-01-04,2019-11-29
GINGX,NMFQS,Mutual Fund,USD,2010-01-04,2019-11-29
GINNX,NMFQS,Mutual Fund,USD,2016-01-04,2019-11-29
GINTX,NMFQS,Mutual Fund,USD,,
GINUX,NMFQS,Mutual Fund,USD,2016-01-04,2019-11-29
GINVX,NMFQS,Mutual Fund,USD,2016-01-04,2018-08-30
GIOAX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GIOCX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GIOEX,NMFQS,Mutual Fund,USD,2017-06-29,2017-08-11
GIOFX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GIOIX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GIOPX,NMFQS,Mutual Fund,USD,2016-01-04,2019-11-29
GIOSX,NMFQS,Mutual Fund,USD,2019-03-14,2019-11-29
GIOTX,NMFQS,Mutual Fund,USD,2007-01-03,2019-11-29
GIOUX,NMFQS,Mutual Fund,USD,,
GIPAX,NMFQS,Mutual Fund,USD,1998-01-02,2019-11-29
GIPCX,NMFQS,Mutual Fund,USD,1998-01-02,2019-11-29
GIPFX,NMFQS,Mutual Fund,USD,,
GIPIX,NMFQS,Mutual Fund,USD,1998-01-02,2019-11-29
GIPRX,NMFQS,Mutual Fund,USD,2008-01-02,2019-11-29
GIPSX,NMFQS,Mutual Fund,USD,1998-01-02,2019-11-29
GIPTX,NMFQS,Mutual Fund,USD,2008-01-02,2019-11-29
GIPUX,NMFQS,Mutual Fund,USD,2016-01-04,2019-11-29
GIPXX,NMFQS,Mutual Fund,USD,,
GIPYX,NMFQS,Mutual Fund,USD,2016-01-04,2018-02-09
GIPZX,NMFQS,Mutual Fund,USD,2010-01-04,2018-02-09
GIQTX,NMFQS,Mutual Fund,USD,,
GIRAX,NMFQS,Mutual Fund,USD,2007-01-03,2019-11-29
GIRBX,NMFQS,Mutual Fund,USD,2010-08-31,2016-02-11
GIRCX,NMFQS,Mutual Fund,USD,2007-01-03,2019-11-29
GIRDX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GIREX,NMFQS,Mutual Fund,USD,2014-06-30,2019-11-29
GIRGX,NMFQS,Mutual Fund,USD,2010-01-04,2019-11-29
GIRIX,NMFQS,Mutual Fund,USD,2007-01-03,2019-11-29
GIRLX,NMFQS,Mutual Fund,USD,2011-01-03,2019-11-29
GIRMX,NMFQS,Mutual Fund,USD,2011-01-03,2019-11-29
GIRNX,NMFQS,Mutual Fund,USD,2011-01-03,2019-11-29
GIRPX,NMFQS,Mutual Fund,USD,2011-01-03,2019-11-29
GIRRX,NMFQS,Mutual Fund,USD,2012-08-03,2019-11-29
GIRSX,NMFQS,Mutual Fund,USD,2010-08-31,2016-02-11
GIRTX,NMFQS,Mutual Fund,USD,2008-01-02,2019-11-29
GIRUX,NMFQS,Mutual Fund,USD,2016-01-04,2019-11-29
GIRVX,NMFQS,Mutual Fund,USD,2011-01-03,2019-11-29
GIRXX,NMFQS,Mutual Fund,USD,,
GIS,NYSE,Stock,USD,1983-06-10,2019-11-29
GISAX,NMFQS,Mutual Fund,USD,1998-04-30,2016-02-11
GISCX,NMFQS,Mutual Fund,USD,1998-04-30,2016-02-11
GISH,NASDAQ,Stock,USD,,
GISIX,NMFQS,Mutual Fund,USD,1998-04-30,2016-02-11
GISMX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GISOX,NMFQS,Mutual Fund,USD,2016-01-04,2019-11-29
GISRX,NMFQS,Mutual Fund,USD,2013-01-02,2019-11-29
GISSX,NMFQS,Mutual Fund,USD,1998-04-30,2016-02-11
GISTX,NMFQS,Mutual Fund,USD,2011-01-03,2019-11-29
GISX,NASDAQ,Stock,USD,,
GISYX,NMFQS,Mutual Fund,USD,2016-01-04,2019-11-29
GITAX,NMFQS,Mutual Fund,USD,2000-01-03,2019-11-29
GITCX,NMFQS,Mutual Fund,USD,2000-01-03,2019-11-29
GITFX,NMFQS,Mutual Fund,USD,,
GITH,OTCMKTS,Stock,USD,2006-08-01,2019-09-20
GITIX,NMFQS,Mutual Fund,USD,2000-01-03,2019-11-29
GITRX,NMFQS,Mutual Fund,USD,2011-01-03,2019-11-29
GITSX,NMFQS,Mutual Fund,USD,2000-01-03,2019-11-29
GITTX,NMFQS,Mutual Fund,USD,2013-01-02,2019-11-29
GITUX,NMFQS,Mutual Fund,USD,2013-01-02,2019-11-29
GIUIX,NMFQS,Mutual Fund,USD,2013-01-02,2019-11-29
GIUSX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GIVE,NYSE ARCA,ETF,USD,2012-05-24,2017-05-22
GIVN,NASDAQ,Stock,USD,2009-02-20,2014-03-07
GIVPY,OTCMKTS,Stock,USD,,
GIVSY,PINK,Stock,USD,2009-05-28,2019-11-29
GIVYX,NMFQS,Mutual Fund,USD,,
GIW,NYSE,Stock,USD,2002-08-06,2011-05-02
GIWEX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GIX,NYSE,Stock,USD,2019-07-01,2019-11-29
GIX-R,NYSE,Stock,USD,2019-07-01,2019-11-26
GIX-U,NYSE,Stock,USD,2019-06-06,2019-11-29
GIX-WS,NYSE,Stock,USD,2019-07-01,2019-11-27
GIX1,,Stock,USD,,
GIXED,PINK,Stock,USD,2018-07-09,2018-08-08
GIXEF,PINK,Stock,USD,2016-01-21,2019-01-10
GIXFX,NMFQS,Mutual Fund,USD,2013-01-02,2019-11-29
GIXIX,NMFQS,Mutual Fund,USD,2000-01-03,2019-11-29
GIXU,NYSE,Stock,USD,,
GIYAX,NMFQS,Mutual Fund,USD,2018-12-14,2019-11-29
GIYIX,NMFQS,Mutual Fund,USD,2018-12-03,2019-11-29
GIYPX,NMFQS,Mutual Fund,USD,,
GIYRX,NMFQS,Mutual Fund,USD,,
GIZAX,NMFQS,Mutual Fund,USD,2015-01-02,2019-11-29
GIZCX,NMFQS,Mutual Fund,USD,2015-01-02,2019-11-29
GIZFX,NMFQS,Mutual Fund,USD,2015-01-02,2019-11-29
GIZRX,NMFQS,Mutual Fund,USD,2015-01-02,2019-11-29
GIZSX,NMFQS,Mutual Fund,USD,2015-01-02,2019-11-29
GIZYX,NMFQS,Mutual Fund,USD,2015-01-02,2019-11-29
GJH,NYSE,Stock,USD,2004-05-05,2019-11-29
GJNSF,OTCMKTS,Stock,USD,2017-12-07,2019-09-19
GJNSY,PINK,Stock,USD,2012-03-21,2019-11-29
GJO,NYSE,Stock,USD,2005-11-21,2019-11-29
GJP,NYSE,Stock,USD,2007-12-27,2019-11-29
GJR,NYSE,Stock,USD,2007-12-27,2019-11-29
GJRTX,NMFQS,Mutual Fund,USD,2009-01-02,2019-11-29
GJS,NYSE,Stock,USD,2006-04-28,2019-11-29
GJST,PINK,Stock,USD,2015-07-27,2019-11-20
GJT,NYSE,Stock,USD,2007-08-01,2019-11-29
GJV,NYSE,Stock,USD,2007-08-01,2019-11-29
GK,NASDAQ,Stock,USD,1990-03-26,2017-07-10
GK1,,Stock,USD,,
GKDLF,PINK,Stock,USD,2011-08-05,2019-05-30
GKEAX,NMFQS,Mutual Fund,USD,2014-01-02,2017-06-26
GKI,,Stock,USD,,
GKIRX,NMFQS,Mutual Fund,USD,2011-01-03,2019-11-29
GKIS,,Stock,USD,,
GKIT,OTCQB,Stock,USD,2011-03-14,2019-11-29
GKK,NYSE,Stock,USD,,
GKNGY,PINK,Stock,USD,2010-06-28,2019-11-27
GKNLY,PINK,Stock,USD,2007-07-13,2018-09-05
GKNNF,PINK,Stock,USD,2017-09-26,2018-08-30
GKNT,NASDAQ,Stock,USD,2001-01-02,2015-07-27
GKOS,NYSE,Stock,USD,2015-06-25,2019-11-29
GKPRF,PINK,Stock,USD,2015-04-29,2019-11-29
GKSDF,OTCBB,Stock,USD,2008-12-19,2019-11-08
GKSFF,OTCGREY,Stock,USD,2019-04-26,2019-10-23
GKSGF,OTCGREY,Stock,USD,2014-04-15,2019-11-29
GKTRF,PINK,Stock,USD,2017-11-01,2019-09-05
GL,NYSE,Stock,USD,1987-12-30,2019-11-29
GL,,Stock,USD,,
GL-P-C,NYSE,Stock,USD,2016-04-06,2019-11-29
GL1,NYSE,Stock,USD,,
GLA,NYSE,Stock,USD,1996-06-26,2017-08-01
GLA1,NYSE,Stock,USD,,
GLABX,NMFQS,Mutual Fund,USD,2014-01-02,2018-05-09
GLACR,NASDAQ,Stock,USD,2018-08-08,2019-10-28
GLACU,NASDAQ,Stock,USD,2018-07-25,2019-10-28
GLACX,NMFQS,Mutual Fund,USD,2018-04-06,2019-11-29
GLAD,NASDAQ,Stock,USD,2002-08-02,2019-11-29
GLADD,NASDAQ,Stock,USD,2018-11-13,2019-11-29
GLADL,NASDAQ,Stock,USD,2019-10-15,2019-11-29
GLADN,NASDAQ,Stock,USD,2017-09-28,2019-10-01
GLADO,NASDAQ,Stock,USD,2014-05-16,2017-11-01
GLAE,OTCQB,Stock,USD,2001-01-02,2019-11-29
GLAG,PINK,Stock,USD,2012-04-17,2018-01-09
GLAGX,NMFQS,Mutual Fund,USD,2018-12-13,2019-11-29
GLAGX,NMFQS,Mutual Fund,USD,,
GLALX,NMFQS,Mutual Fund,USD,2019-05-24,2019-11-29
GLAPF,OTCGREY,Stock,USD,2007-09-11,2019-11-29
GLAPX,NMFQS,Mutual Fund,USD,2018-07-13,2019-11-29
GLAPY,PINK,Stock,USD,2012-10-08,2019-11-29
GLARX,NMFQS,Mutual Fund,USD,2018-12-28,2019-11-29
GLATF,OTCQX,Stock,USD,2007-02-27,2019-11-27
GLAXF,PINK,Stock,USD,2007-07-18,2019-11-29
GLB,NYSE,Stock,USD,,
GLBB,OTCMKTS,Stock,USD,2017-09-22,2019-11-26
GLBC,NASDAQ,Stock,USD,2004-01-22,2011-10-14
GLBCF,OTCBB,Stock,USD,2013-12-30,2019-05-03
GLBD,PINK,Stock,USD,2014-09-09,2019-11-15
GLBDX,NMFQS,Mutual Fund,USD,2012-09-28,2016-04-01
GLBE,NASDAQ,Stock,USD,,
GLBFX,NMFQS,Mutual Fund,USD,2012-04-04,2019-11-29
GLBH,PINK,Stock,USD,2014-10-30,2019-11-27
GLBIX,NMFQS,Mutual Fund,USD,2009-01-02,2019-11-29
GLBK,NASDAQ,Stock,USD,,
GLBKF,OTCBB,Stock,USD,2016-02-02,2019-11-14
GLBL,NASDAQ,Stock,USD,2015-07-31,2017-12-29
GLBL1,,Stock,USD,,
GLBLX,NMFQS,Mutual Fund,USD,2009-01-02,2019-11-29
GLBN,,Stock,USD,,
GLBNX,NMFQS,Mutual Fund,USD,2013-01-02,2019-11-29
GLBP,OTCGREY,Stock,USD,,
GLBR,PINK,Stock,USD,2010-12-02,2019-11-29
GLBRF,OTCGREY,Stock,USD,2014-08-29,2019-11-22
GLBS,NASDAQ,Stock,USD,2008-03-11,2019-11-29
GLBVF,OTCGREY,Stock,USD,,
GLBXF,OTCQX,Stock,USD,2009-07-10,2019-11-29
GLBY,NYSE ARCA,ETF,USD,2018-12-13,2019-11-29
GLBZ,NASDAQ,Stock,USD,1999-11-10,2019-11-29
GLC,,Stock,USD,,
GLCAX,NMFQS,Mutual Fund,USD,2019-05-17,2019-11-29
GLCC,OTCMKTS,Stock,USD,2017-11-30,2019-11-27
GLCCX,NMFQS,Mutual Fund,USD,1998-01-02,2019-11-29
GLCDX,NMFQS,Mutual Fund,USD,2019-05-17,2019-11-29
GLCGX,NMFQS,Mutual Fund,USD,1998-01-02,2019-11-29
GLCH,PINK,Stock,USD,1985-12-11,2018-12-31
GLCIX,NMFQS,Mutual Fund,USD,2019-05-17,2019-11-29
GLCNF,PINK,Stock,USD,2011-06-30,2019-11-29
GLCO,PINK,Stock,USD,2008-11-18,2019-11-29
GLCOX,NMFQS,Mutual Fund,USD,,
GLCRX,NMFQS,Mutual Fund,USD,2008-01-02,2019-11-29
GLCSX,NMFQS,Mutual Fund,USD,2019-05-17,2019-11-29
GLCTX,NMFQS,Mutual Fund,USD,2008-01-02,2019-11-29
GLCUX,NMFQS,Mutual Fund,USD,2016-01-04,2019-11-29
GLD,NYSE ARCA,ETF,USD,2004-11-18,2019-11-29
GLDAX,NMFQS,Mutual Fund,USD,2003-01-02,2019-11-29
GLDB,NASDAQ,Stock,USD,,
GLDC,NASDAQ,Stock,USD,2016-01-04,2016-10-10
GLDCX,NMFQS,Mutual Fund,USD,2003-01-02,2019-11-29
GLDD,NASDAQ,Stock,USD,2006-12-27,2019-11-29
GLDE,NYSE ARCA,ETF,USD,2014-02-12,2015-02-03
GLDEX,NMFQS,Mutual Fund,USD,2009-06-04,2016-04-01
GLDFF,OTCQB,Stock,USD,2016-02-18,2019-11-29
GLDG,PINK,Stock,USD,2011-08-16,2019-03-05
GLDI,NASDAQ,ETF,USD,2013-01-29,2019-11-29
GLDIX,NMFQS,Mutual Fund,USD,2009-01-02,2019-11-29
GLDLF,OTCQX,Stock,USD,2016-12-07,2019-11-29
GLDLX,NMFQS,Mutual Fund,USD,2005-09-16,2016-07-22
GLDM,NYSE ARCA,ETF,USD,2018-06-26,2019-11-29
GLDMF,OTCGREY,Stock,USD,2016-03-15,2019-02-08
GLDN,PINK,Stock,USD,2016-01-05,2019-10-08
GLDN1,,Stock,USD,,
GLDNX,NMFQS,Mutual Fund,USD,2010-01-04,2019-11-29
GLDRF,PINK,Stock,USD,2019-07-22,2019-11-27
GLDSX,NMFQS,Mutual Fund,USD,2005-09-16,2016-07-22
GLDT,PINK,Stock,USD,2017-09-19,2019-11-29
GLDW,NYSE ARCA,ETF,USD,2017-01-30,2019-09-09
GLDX,NYSE ARCA,ETF,USD,,
GLDYX,NMFQS,Mutual Fund,USD,2002-01-02,2019-11-29
GLDZP,PINK,Stock,USD,2018-08-15,2018-08-22
GLDZX,NMFQS,Mutual Fund,USD,2002-01-02,2019-11-29
GLE,NYSE,Stock,USD,,
GLE1,NYSE,Stock,USD,,
GLEAX,NMFQS,Mutual Fund,USD,2017-10-23,2019-11-29
GLEC,PINK,Stock,USD,2007-09-25,2019-11-27
GLECX,NMFQS,Mutual Fund,USD,2017-10-23,2019-11-29
GLEIX,NMFQS,Mutual Fund,USD,2017-10-23,2019-11-29
GLEO,NASDAQ,Stock,USD,2019-11-14,2019-11-29
GLEO-U,NYSE,Stock,USD,2019-10-18,2019-10-18
GLEO-WS,NYSE,Stock,USD,2019-11-14,2019-11-29
GLEOU,NYSE,Stock,USD,,
GLEPX,NMFQS,Mutual Fund,USD,2017-10-23,2019-11-29
GLERX,NMFQS,Mutual Fund,USD,2017-10-23,2019-11-29
GLESX,NMFQS,Mutual Fund,USD,2017-10-23,2019-11-29
GLETX,NMFQS,Mutual Fund,USD,,
GLF,NYSE,Stock,USD,1997-05-01,2018-11-15
GLF-WS,AMEX,Stock,USD,2017-11-16,2018-11-15
GLFAF,OTCGREY,Stock,USD,2019-07-15,2019-09-23
GLFD,NASDAQ,Stock,USD,,
GLFH,PINK,Stock,USD,2016-01-04,2019-11-29
GLFM,OTCMKTS,Stock,USD,,
GLFMQ,NYSE,Stock,USD,2016-01-04,2017-11-15
GLFN,OTCMKTS,Stock,USD,2017-10-25,2019-11-06
GLFOX,NMFQS,Mutual Fund,USD,2010-01-04,2019-11-29
GLFPN,PINK,Stock,USD,2016-01-04,2017-08-28
GLFPO,PINK,Stock,USD,2013-06-28,2017-08-17
GLFW,PINK,Stock,USD,2017-09-25,2019-11-27
GLG,NASDAQ,Stock,USD,2018-07-11,2019-11-29
GLG1,NYSE,Stock,USD,,
GLG2,,Stock,USD,,
GLGAX,NMFQS,Mutual Fund,USD,2017-01-03,2019-11-29
GLGDF,OTCGREY,Stock,USD,2011-04-08,2019-11-29
GLGGF,OTCGREY,Stock,USD,,
GLGI,OTCQB,Stock,USD,2001-01-31,2019-11-29
GLGIX,NMFQS,Mutual Fund,USD,2017-01-03,2019-11-29
GLGLF,NASDAQ,Stock,USD,2007-06-05,2019-11-29
GLGPX,NMFQS,Mutual Fund,USD,2017-01-03,2019-11-29
GLGSQ,NASDAQ,Stock,USD,,
GLGUX,NMFQS,Mutual Fund,USD,2017-01-03,2019-11-29
GLGYX,NMFQS,Mutual Fund,USD,2017-01-03,2019-11-29
GLH,NYSE,Stock,USD,,
GLHD,PINK,Stock,USD,2011-09-28,2019-11-29
GLHRF,OTCBB,Stock,USD,2016-02-04,2019-05-14
GLIAQ,NASDAQ,Stock,USD,,
GLIAX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GLIBA,NASDAQ,Stock,USD,2018-03-12,2019-11-29
GLIBB,OTCQB,Stock,USD,2018-05-07,2019-11-19
GLIBP,NASDAQ,Stock,USD,2018-03-12,2019-11-29
GLIF,NYSE ARCA,Stock,USD,2019-05-23,2019-11-29
GLIFX,NMFQS,Mutual Fund,USD,2010-01-04,2019-11-29
GLIIF,PINK,Stock,USD,2018-03-28,2019-11-05
GLIIX,NMFQS,Mutual Fund,USD,2016-01-04,2019-11-29
GLIPX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GLIRX,NMFQS,Mutual Fund,USD,2011-01-03,2019-11-29
GLISX,NMFQS,Mutual Fund,USD,2016-01-04,2019-11-29
GLK,,Stock,USD,,
GLKFF,OTCMKTS,Stock,USD,2006-01-12,2019-11-19
GLKIF,OTCQB,Stock,USD,2014-03-12,2019-11-26
GLL,NYSE ARCA,ETF,USD,2006-12-28,2019-11-29
GLLA,OTCQB,Stock,USD,2016-01-04,2019-11-29
GLLAX,NMFQS,Mutual Fund,USD,2012-08-03,2019-11-29
GLLBF,OTCMKTS,Stock,USD,2017-11-22,2018-11-27
GLLC,NASDAQ,Stock,USD,,
GLLCX,NMFQS,Mutual Fund,USD,2012-08-03,2019-11-29
GLLDF,OTCGREY,Stock,USD,,
GLLFP,OTCMKTS,Stock,USD,2017-09-14,2017-09-20
GLLGF,PINK,Stock,USD,2018-02-16,2019-10-28
GLLHF,PINK,Stock,USD,2001-01-02,2019-10-04
GLLIX,NMFQS,Mutual Fund,USD,2013-01-02,2019-11-29
GLLK,PINK,Stock,USD,2012-06-29,2019-11-27
GLLKD,PINK,Stock,USD,2017-11-13,2017-12-08
GLLL,OTCMKTS,Stock,USD,2018-06-26,2019-10-24
GLLOF,OTCBB,Stock,USD,2016-06-24,2018-05-31
GLLRX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GLLSX,NMFQS,Mutual Fund,USD,2012-08-03,2019-11-29
GLLVX,NMFQS,Mutual Fund,USD,2012-09-28,2016-04-01
GLLX,PINK,Stock,USD,2019-05-28,2019-10-23
GLM,,Stock,USD,,
GLMA,,Stock,USD,,
GLMAX,NMFQS,Mutual Fund,USD,2012-01-03,2018-04-06
GLMBX,NMFQS,Mutual Fund,USD,2012-01-03,2018-04-06
GLMC,NASDAQ,Stock,USD,,
GLMCX,NMFQS,Mutual Fund,USD,2012-01-03,2018-04-06
GLMD,NASDAQ,Stock,USD,2014-03-13,2019-11-29
GLMFF,OTCGREY,Stock,USD,2008-07-25,2019-11-29
GLMIX,NMFQS,Mutual Fund,USD,2012-01-03,2018-04-06
GLMRX,NMFQS,Mutual Fund,USD,2012-01-03,2018-04-06
GLMSX,NMFQS,Mutual Fund,USD,2012-01-03,2018-04-06
GLMTX,NMFQS,Mutual Fund,USD,2012-01-03,2018-04-06
GLMUX,NMFQS,Mutual Fund,USD,2012-01-03,2018-04-06
GLMVX,NMFQS,Mutual Fund,USD,2013-01-02,2018-04-06
GLNAX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GLNBX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GLNCX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GLNCY,PINK,Stock,USD,2011-08-05,2019-11-29
GLNG,NASDAQ,Stock,USD,2003-07-15,2019-11-29
GLNHQ,NYSE,Stock,USD,,
GLNIX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GLNJX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GLNKX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GLNLX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GLNMX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GLNNF,OTCQB,Stock,USD,2005-01-24,2019-11-29
GLNNX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GLNS,OTCBB,Stock,USD,2012-08-02,2019-07-05
GLNV,PINK,Stock,USD,2007-08-30,2019-10-22
GLO,AMEX,ETF,USD,2006-05-02,2019-11-29
GLOAX,NMFQS,Mutual Fund,USD,2011-09-28,2016-02-02
GLOB,NYSE,Stock,USD,2014-07-18,2019-11-29
GLOB1,NASDAQ,Stock,USD,,
GLOBX,NMFQS,Mutual Fund,USD,2011-09-28,2019-11-29
GLOCF,OTCGREY,Stock,USD,,
GLOCX,NMFQS,Mutual Fund,USD,2011-09-28,2016-02-02
GLODX,NMFQS,Mutual Fund,USD,2011-09-28,2016-02-02
GLOG,NYSE,Stock,USD,2012-03-30,2019-11-29
GLOG-P-A,NYSE,Stock,USD,2015-04-08,2019-11-29
GLOH,PINK,Stock,USD,2005-05-27,2019-11-20
GLOIX,NMFQS,Mutual Fund,USD,2009-01-02,2019-11-29
GLOP,NYSE,Stock,USD,2014-05-07,2019-11-29
GLOP-P-A,NYSE,Stock,USD,2017-05-09,2019-11-29
GLOP-P-B,NYSE,Stock,USD,2018-01-10,2019-11-29
GLOP-P-C,PINK,Stock,USD,2018-11-08,2019-11-29
GLOP-P-C,NYSE,Stock,USD,,
GLOSX,NMFQS,Mutual Fund,USD,2006-01-03,2019-11-29
GLOTX,NMFQS,Mutual Fund,USD,,
GLOV,NASDAQ,Stock,USD,,
GLOW,NYSE,Stock,USD,1995-06-19,2019-11-29
GLP,NYSE,Stock,USD,2005-09-29,2019-11-29
GLP-P-A,NYSE,Stock,USD,2018-08-01,2019-11-29
GLPAX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GLPC,NYSE,Stock,USD,,
GLPCX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GLPEF,OTCGREY,Stock,USD,2007-12-12,2019-11-29
GLPEY,PINK,Stock,USD,2009-07-08,2019-11-29
GLPG,NASDAQ,Stock,USD,2015-05-14,2019-11-29
GLPGF,OTCGREY,Stock,USD,2016-01-28,2019-11-29
GLPH,PINK,Stock,USD,2018-01-11,2019-11-29
GLPI,NASDAQ,Stock,USD,2013-10-14,2019-11-29
GLPIX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GLPJF,OTCGREY,Stock,USD,,
GLPRU,PINK,Stock,USD,2018-08-01,2018-08-10
GLPRX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GLPSX,NMFQS,Mutual Fund,USD,2018-04-20,2019-11-29
GLPT,PINK,Stock,USD,2008-01-29,2019-11-29
GLPTX,NMFQS,Mutual Fund,USD,,
GLPW,OTCMKTS,Stock,USD,2006-10-02,2018-06-28
GLQ,AMEX,ETF,USD,2005-04-27,2019-11-29
GLQ-R,AMEX,Stock,USD,2019-07-18,2019-08-22
GLQRT-WI,AMEX,Stock,USD,,
GLR,NYSE,Stock,USD,,
GLRAX,NMFQS,Mutual Fund,USD,2012-01-03,2019-11-29
GLRBX,NMFQS,Mutual Fund,USD,1992-01-02,2019-11-29
GLRCX,NMFQS,Mutual Fund,USD,2017-01-03,2019-11-29
GLRE,NASDAQ,Stock,USD,2007-05-24,2019-11-29
GLREX,NMFQS,Mutual Fund,USD,2017-04-24,2019-11-29
GLRI,PINK,Stock,USD,2012-10-17,2019-11-29
GLRIW,PINK,Stock,USD,2017-10-02,2019-04-03
GLRIX,NMFQS,Mutual Fund,USD,2010-01-04,2019-11-29
GLRP,PINK,Stock,USD,1995-08-18,2019-11-25
GLS,NYSE,Stock,USD,,
GLSCX,NMFQS,Mutual Fund,USD,2009-01-02,2019-11-29
GLSIX,NMFQS,Mutual Fund,USD,2009-01-02,2019-11-29
GLSOX,NMFQS,Mutual Fund,USD,2017-01-03,2019-11-29
GLSRX,NMFQS,Mutual Fund,USD,2012-08-03,2019-11-29
GLSSP,PINK,Stock,USD,2016-02-16,2019-10-25
GLSSX,NMFQS,Mutual Fund,USD,2019-05-28,2019-11-29
GLT,NYSE,Stock,USD,1984-05-16,2019-11-29
GLTAX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GLTC,OTCQB,Stock,USD,2008-06-25,2019-11-29
GLTCX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GLTFX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GLTR,NYSE ARCA,ETF,USD,2010-10-22,2019-11-29
GLTRX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GLTSX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GLTVF,OTCGREY,Stock,USD,2019-07-18,2019-11-29
GLTYX,NMFQS,Mutual Fund,USD,2014-01-02,2019-11-29
GLU,AMEX,ETF,USD,2004-05-26,2019-11-29
GLU-P-A,NYSE MKT,Stock,USD,2014-09-22,2019-11-29
GLU-P-B,AMEX,Stock,USD,2018-12-20,2019-11-29
GLU-R,AMEX,Stock,USD,2018-11-13,2018-12-13
GLUC,PINK,Stock,USD,2014-03-26,2019-11-26
GLURT,AMEX,Stock,USD,,
GLUSF,PINK,Stock,USD,2014-01-09,2019-06-03
GLUU,NASDAQ,Stock,USD,2007-03-22,2019-11-29
GLUX,PINK,Stock,USD,1994-01-20,2019-11-29
GLV,AMEX,ETF,USD,2004-07-28,2019-11-29
GLV-R,AMEX,Stock,USD,2019-07-16,2019-08-22
GLVAX,NMFQS,Mutual Fund,USD,2012-08-03,2019-11-29
GLVCX,NMFQS,Mutual Fund,USD,2012-08-03,2019-11-29
GLVIX,NMFQS,Mutual Fund,USD,2013-01-02,2019-11-29
GLVMF,OTCQB,Stock,USD,2016-01-12,2019-11-29
GLVNF,PINK,Stock,USD,2009-09-22,2019-11-29
GLVNX,NMFQS,Mutual Fund,USD,2012-08-03,2019-11-29
GLVRT-WI,AMEX,Stock,USD,,
GLVYX,NMFQS,Mutual Fund,USD,2012-08-03,2019-11-29
GLW,NYSE,Stock,USD,1981-12-31,2019-11-29
GLWA,PINK,Stock,USD,2018-01-11,2019-10-28
GLWSF,OTCGREY,Stock,USD,2018-02-06,2018-11-26
GLXY,,ETF,USD,,
GLXZ,OTCQB,Stock,USD,2009-09-24,2019-11-29
GLYC,NASDAQ,Stock,USD,2014-01-10,2019-11-29
GLYE,PINK,Stock,USD,2012-02-13,2019-11-29
GLYED,PINK,Stock,USD,2011-12-15,2018-08-06
GLYN,,Stock,USD,,
GLYT,,Stock,USD,,
GLYXF,OTCQB,Stock,USD,2018-07-05,2019-11-29
GLYYF,OTCGREY,Stock,USD,2008-04-22,2019-07-01
