ticker,exchange,assetType,priceCurrency,startDate,endDate
000001,SHE,Stock,CNY,2007-08-30,2019-11-29
000002,SHE,Stock,CNY,2000-01-04,2019-11-29
000003,SHE,Stock,CNY,,
000004,SHE,Stock,CNY,2007-08-31,2019-11-29
000005,SHE,Stock,CNY,2001-01-02,2019-11-29
000006,SHE,Stock,CNY,2018-01-01,2019-11-29
000007,SHE,Stock,CNY,2007-08-31,2019-11-29
000008,SHE,Stock,CNY,2000-01-03,2019-11-29
000009,SHE,Stock,CNY,2000-01-03,2019-11-29
000010,SHE,Stock,CNY,2007-08-31,2019-11-29
000011,SHE,Stock,CNY,2018-01-01,2019-11-29
000012,SHE,Stock,CNY,2000-01-03,2019-11-29
000013,SHE,Stock,CNY,,
000014,SHE,Stock,CNY,2018-01-02,2019-11-29
000015,SHE,Stock,CNY,,
000016,SHE,Stock,CNY,2018-01-01,2019-11-29
000017,SHE,Stock,CNY,2018-01-02,2019-11-29
000018,SHE,Stock,CNY,2018-01-02,2019-11-29
000019,SHE,Stock,CNY,2018-01-01,2019-11-29
000020,SHE,Stock,CNY,2007-08-31,2019-11-29
000021,SHE,Stock,CNY,2000-01-03,2019-11-29
000022,SHE,Stock,CNY,2007-08-31,2018-12-20
000023,SHE,Stock,CNY,2018-01-01,2019-11-29
000024,SHE,Stock,CNY,,
000025,SHE,Stock,CNY,2018-01-01,2019-11-29
000026,SHE,Stock,CNY,2018-01-01,2019-11-29
000027,SHE,Stock,CNY,2000-01-03,2019-11-29
000028,SHE,Stock,CNY,2018-01-02,2019-11-29
000029,SHE,Stock,CNY,2016-09-13,2018-04-24
000030,SHE,Stock,CNY,2000-01-03,2019-11-29
000031,SHE,Stock,CNY,2009-09-01,2019-11-29
000032,SHE,Stock,CNY,2018-01-01,2019-11-29
000033,SHE,Stock,CNY,2007-08-31,2017-07-06
000034,SHE,Stock,CNY,2017-09-28,2019-11-29
000035,SHE,Stock,CNY,2007-09-28,2019-11-29
000036,SHE,Stock,CNY,2000-01-03,2019-11-29
000037,SHE,Stock,CNY,2000-01-03,2019-11-29
000038,SHE,Stock,CNY,2013-02-08,2019-11-29
000039,SHE,Stock,CNY,2018-01-01,2019-11-29
000040,SHE,Stock,CNY,2018-01-01,2019-11-27
000042,SHE,Stock,CNY,2000-01-03,2019-11-29
000043,SHE,Stock,CNY,2000-01-03,2019-11-29
000045,SHE,Stock,CNY,2000-01-03,2019-11-29
000046,SHE,Stock,CNY,2018-01-01,2019-11-29
000047,SHE,Stock,CNY,,
000048,SHE,Stock,CNY,2000-01-04,2019-11-29
000049,SHE,Stock,CNY,2018-01-01,2019-11-29
000050,SHE,Stock,CNY,2000-01-03,2019-11-29
000055,SHE,Stock,CNY,2000-01-03,2019-11-29
000056,SHE,Stock,CNY,2017-10-31,2019-11-29
000058,SHE,Stock,CNY,2000-01-03,2019-11-29
000059,SHE,Stock,CNY,2000-01-03,2019-11-29
000060,SHE,Stock,CNY,2018-01-01,2019-11-29
000061,SHE,Stock,CNY,2000-01-11,2019-11-29
000062,SHE,Stock,CNY,2000-01-03,2019-11-29
000063,SHE,Stock,CNY,2018-01-02,2019-11-29
000065,SHE,Stock,CNY,2018-01-01,2019-11-29
000066,SHE,Stock,CNY,2000-01-03,2019-11-29
000068,SHE,Stock,CNY,2007-08-30,2019-11-29
000069,SHE,Stock,CNY,2018-01-01,2019-11-29
000070,SHE,Stock,CNY,2018-01-01,2019-11-29
000078,SHE,Stock,CNY,2000-01-03,2019-11-29
000088,SHE,Stock,CNY,2000-01-03,2019-11-29
000089,SHE,Stock,CNY,2000-01-03,2019-11-29
000090,SHE,Stock,CNY,2018-01-01,2019-11-29
000096,SHE,Stock,CNY,2018-01-02,2019-11-29
000099,SHE,Stock,CNY,2018-01-01,2019-11-29
000100,SHE,Stock,CNY,2004-02-02,2019-11-29
000150,SHE,Stock,CNY,2000-08-08,2019-11-29
000151,SHE,Stock,CNY,2018-01-01,2019-11-29
000153,SHE,Stock,CNY,2018-01-01,2019-11-29
000155,SHE,Stock,CNY,2018-01-02,2019-11-29
000156,SHE,Stock,CNY,2018-01-01,2019-11-29
000157,SHE,Stock,CNY,2018-01-01,2019-11-29
000158,SHE,Stock,CNY,2018-01-02,2019-11-29
000159,SHE,Stock,CNY,2000-09-25,2019-11-29
000166,SHE,Stock,CNY,2018-01-01,2019-11-29
0001753539,NYSE,Stock,USD,,
000301,SHE,Stock,CNY,2018-01-01,2019-11-29
000333,SHE,Stock,CNY,2000-01-03,2019-11-29
000338,SHE,Stock,CNY,2018-01-01,2019-11-29
000400,SHE,Stock,CNY,2018-01-01,2019-11-29
000401,SHE,Stock,CNY,2018-01-01,2019-11-29
000402,SHE,Stock,CNY,2000-01-03,2019-11-29
000403,SHE,Stock,CNY,2013-02-08,2019-11-29
000404,SHE,Stock,CNY,2018-01-01,2019-11-29
000405,SHE,Stock,CNY,,
000406,SHE,Stock,CNY,,
000407,SHE,Stock,CNY,2000-01-04,2019-11-29
000408,SHE,Stock,CNY,2018-01-02,2019-11-29
000409,SHE,Stock,CNY,2018-01-02,2019-11-29
000410,SHE,Stock,CNY,2000-01-03,2019-11-29
000411,SHE,Stock,CNY,2018-01-01,2019-11-29
000412,SHE,Stock,CNY,,
000413,SHE,Stock,CNY,2000-01-03,2019-11-18
000415,SHE,Stock,CNY,2018-01-02,2019-11-29
000416,SHE,Stock,CNY,2000-01-03,2019-11-29
000417,SHE,Stock,CNY,2018-01-01,2019-11-29
000418,SHE,Stock,CNY,2000-01-03,2019-05-07
000419,SHE,Stock,CNY,2000-01-03,2019-11-29
000420,SHE,Stock,CNY,2000-01-03,2019-11-29
000421,SHE,Stock,CNY,2000-01-03,2019-11-29
000422,SHE,Stock,CNY,2018-01-02,2019-11-29
000423,SHE,Stock,CNY,2000-01-03,2019-11-29
000425,SHE,Stock,CNY,2000-01-03,2019-11-29
000426,SHE,Stock,CNY,2000-01-03,2019-11-29
000428,SHE,Stock,CNY,2000-01-03,2019-11-29
000429,SHE,Stock,CNY,2000-01-03,2019-11-29
000430,SHE,Stock,CNY,2018-01-02,2019-11-29
000488,SHE,Stock,CNY,2000-11-20,2019-11-29
000498,SHE,Stock,CNY,2018-01-01,2019-11-29
000501,SHE,Stock,CNY,2000-01-03,2019-11-29
000502,SHE,Stock,CNY,2007-08-30,2019-11-29
000503,SHE,Stock,CNY,2018-01-02,2019-11-29
000504,SHE,Stock,CNY,2007-08-30,2019-11-29
000505,SHE,Stock,CNY,2007-08-30,2019-11-29
000506,SHE,Stock,CNY,2018-01-02,2019-11-29
000507,SHE,Stock,CNY,2018-01-01,2019-11-29
000508,SHE,Stock,CNY,,
000509,SHE,Stock,CNY,2017-07-17,2019-11-29
000510,SHE,Stock,CNY,2000-01-04,2019-11-29
000511,SHE,Stock,CNY,2017-04-28,2018-07-17
000513,SHE,Stock,CNY,2000-01-03,2019-11-29
000514,SHE,Stock,CNY,2018-01-02,2019-11-29
000515,SHE,Stock,CNY,,
000516,SHE,Stock,CNY,2000-02-02,2019-11-29
000517,SHE,Stock,CNY,2000-01-03,2019-11-29
000518,SHE,Stock,CNY,2007-08-30,2019-11-29
000519,SHE,Stock,CNY,2018-01-01,2019-11-29
000520,SHE,Stock,CNY,2000-01-03,2019-11-29
000521,SHE,Stock,CNY,2018-01-01,2019-11-29
000522,SHE,Stock,CNY,,
000523,SHE,Stock,CNY,2018-01-01,2019-11-29
000524,SHE,Stock,CNY,2018-01-01,2019-11-29
000525,SHE,Stock,CNY,2018-01-01,2019-11-29
000526,SHE,Stock,CNY,2007-08-30,2019-11-29
000527,SHE,Stock,CNY,,
000528,SHE,Stock,CNY,2000-01-03,2019-11-29
000529,SHE,Stock,CNY,2018-01-01,2019-11-29
000530,SHE,Stock,CNY,2000-01-03,2019-11-29
000531,SHE,Stock,CNY,2018-01-02,2019-11-29
000532,SHE,Stock,CNY,2000-01-03,2019-11-29
000533,SHE,Stock,CNY,2018-01-02,2019-11-29
000534,SHE,Stock,CNY,2000-01-03,2019-11-29
000535,SHE,Stock,CNY,,
000536,SHE,Stock,CNY,2000-01-03,2019-11-29
000537,SHE,Stock,CNY,2000-01-13,2019-11-29
000538,SHE,Stock,CNY,2016-02-23,2019-11-29
000539,SHE,Stock,CNY,2000-01-03,2019-11-29
000540,SHE,Stock,CNY,2017-08-18,2019-11-29
000541,SHE,Stock,CNY,2000-01-03,2019-11-29
000542,SHE,Stock,CNY,,
000543,SHE,Stock,CNY,2018-01-01,2019-11-29
000544,SHE,Stock,CNY,2018-01-01,2019-11-29
000545,SHE,Stock,CNY,2018-01-02,2019-11-29
000546,SHE,Stock,CNY,2018-01-01,2019-11-29
000547,SHE,Stock,CNY,2007-08-30,2019-11-29
000548,SHE,Stock,CNY,2018-01-01,2019-11-29
000549,SHE,Stock,CNY,,
000550,SHE,Stock,CNY,2018-01-01,2019-11-29
000551,SHE,Stock,CNY,2018-01-02,2019-11-29
000552,SHE,Stock,CNY,2018-01-01,2019-11-29
000553,SHE,Stock,CNY,2018-01-01,2019-11-29
000554,SHE,Stock,CNY,2018-01-02,2019-11-29
000555,SHE,Stock,CNY,2018-01-01,2019-11-29
000556,SHE,Stock,CNY,,
000557,SHE,Stock,CNY,2007-08-30,2019-11-29
000558,SHE,Stock,CNY,2007-08-30,2019-11-29
000559,SHE,Stock,CNY,2018-01-01,2019-11-29
000560,SHE,Stock,CNY,2018-01-01,2019-11-29
000561,SHE,Stock,CNY,2000-01-03,2019-11-29
000562,SHE,Stock,CNY,,
000563,SHE,Stock,CNY,2018-01-01,2019-11-29
000564,SHE,Stock,CNY,2007-08-30,2019-11-29
000565,SHE,Stock,CNY,2018-01-01,2019-11-29
000566,SHE,Stock,CNY,2017-11-21,2019-11-29
000567,SHE,Stock,CNY,2018-01-01,2019-11-29
000568,SHE,Stock,CNY,2018-01-01,2019-11-29
000569,SHE,Stock,CNY,,
000570,SHE,Stock,CNY,2000-01-03,2019-11-29
000571,SHE,Stock,CNY,2018-01-02,2019-11-29
000572,SHE,Stock,CNY,2018-01-02,2019-11-29
000573,SHE,Stock,CNY,2018-01-01,2019-11-29
000576,SHE,Stock,CNY,2007-08-30,2019-11-29
000578,SHE,Stock,CNY,,
000581,SHE,Stock,CNY,2000-01-04,2019-11-29
000582,SHE,Stock,CNY,2018-01-01,2019-11-29
000583,SHE,Stock,CNY,,
000584,SHE,Stock,CNY,2018-01-01,2019-11-29
000585,SHE,Stock,CNY,2007-08-30,2019-11-29
000586,SHE,Stock,CNY,2000-01-04,2019-11-29
000587,SHE,Stock,CNY,2000-01-03,2019-11-29
000588,SHE,Stock,CNY,,
000589,SHE,Stock,CNY,2018-01-02,2019-11-29
000590,SHE,Stock,CNY,2018-01-02,2019-11-29
000591,SHE,Stock,CNY,2018-01-01,2019-11-29
000592,SHE,Stock,CNY,2015-01-05,2019-11-29
000593,SHE,Stock,CNY,2000-01-03,2019-11-29
000594,SHE,Stock,CNY,,
000595,SHE,Stock,CNY,2000-01-03,2019-11-29
000596,SHE,Stock,CNY,2000-01-03,2019-11-29
000597,SHE,Stock,CNY,2018-01-01,2019-11-29
000598,SHE,Stock,CNY,2018-01-01,2019-11-29
000599,SHE,Stock,CNY,2018-01-01,2019-11-29
000600,SHE,Stock,CNY,2018-01-01,2019-11-29
000601,SHE,Stock,CNY,2018-01-01,2019-11-29
000602,SHE,Stock,CNY,,
000603,SHE,Stock,CNY,2018-01-02,2019-11-29
000605,SHE,Stock,CNY,2000-01-03,2019-11-29
000606,SHE,Stock,CNY,2007-08-30,2019-11-29
000607,SHE,Stock,CNY,2000-01-03,2019-11-29
000608,SHE,Stock,CNY,2018-01-02,2019-11-29
000609,SHE,Stock,CNY,2000-01-05,2019-11-29
000610,SHE,Stock,CNY,2018-01-01,2019-11-29
000611,SHE,Stock,CNY,2018-01-02,2019-11-29
000612,SHE,Stock,CNY,2018-01-02,2019-11-29
000613,SHE,Stock,CNY,2007-08-30,2019-11-29
000615,SHE,Stock,CNY,2018-01-02,2019-11-29
000616,SHE,Stock,CNY,2007-08-30,2019-11-29
000617,SHE,Stock,CNY,2018-01-01,2019-11-29
000618,SHE,Stock,CNY,,
000619,SHE,Stock,CNY,2000-01-03,2019-11-29
000620,SHE,Stock,CNY,2000-01-04,2019-11-29
000621,SHE,Stock,CNY,,
000622,SHE,Stock,CNY,2013-02-08,2019-11-29
000623,SHE,Stock,CNY,2000-01-03,2019-11-29
000625,SHE,Stock,CNY,2000-01-03,2019-11-29
000626,SHE,Stock,CNY,2018-01-02,2019-11-29
000627,SHE,Stock,CNY,2000-01-03,2019-11-29
000628,SHE,Stock,CNY,2007-08-30,2019-11-29
000629,SHE,Stock,CNY,2017-04-19,2019-11-29
000630,SHE,Stock,CNY,2000-01-03,2019-11-29
000631,SHE,Stock,CNY,2018-01-01,2019-11-29
000632,SHE,Stock,CNY,2000-01-04,2019-11-29
000633,SHE,Stock,CNY,2007-08-30,2019-11-29
000635,SHE,Stock,CNY,2018-01-01,2019-11-29
000636,SHE,Stock,CNY,2000-01-03,2019-11-29
000637,SHE,Stock,CNY,2000-01-03,2019-11-29
000638,SHE,Stock,CNY,2009-06-05,2019-11-29
000639,SHE,Stock,CNY,2018-01-01,2019-11-29
000650,SHE,Stock,CNY,2018-01-01,2019-11-29
000651,SHE,Stock,CNY,2018-01-01,2019-11-29
000652,SHE,Stock,CNY,2000-01-04,2019-11-29
000653,SHE,Stock,CNY,,
000655,SHE,Stock,CNY,2000-01-04,2019-11-29
000656,SHE,Stock,CNY,2018-01-01,2019-11-29
000657,SHE,Stock,CNY,2018-01-02,2019-11-29
000658,SHE,Stock,CNY,,
000659,SHE,Stock,CNY,2018-01-02,2019-11-29
000660,SHE,Stock,CNY,,
000661,SHE,Stock,CNY,2000-01-03,2019-11-29
000662,SHE,Stock,CNY,2018-01-02,2019-11-29
000663,SHE,Stock,CNY,2000-01-03,2019-11-29
000665,SHE,Stock,CNY,2000-01-03,2019-11-29
000666,SHE,Stock,CNY,2018-01-01,2019-11-29
000667,SHE,Stock,CNY,2018-01-02,2019-11-29
000668,SHE,Stock,CNY,2018-01-01,2019-11-29
000669,SHE,Stock,CNY,2018-01-02,2019-11-29
000670,SHE,Stock,CNY,2018-01-02,2019-11-29
000671,SHE,Stock,CNY,2018-01-01,2019-11-29
000672,SHE,Stock,CNY,2000-01-03,2019-11-29
000673,SHE,Stock,CNY,2002-09-25,2019-11-29
000675,SHE,Stock,CNY,,
000676,SHE,Stock,CNY,2018-01-01,2019-11-29
000677,SHE,Stock,CNY,2000-01-03,2019-11-29
000678,SHE,Stock,CNY,2000-01-03,2019-11-29
000679,SHE,Stock,CNY,2018-01-02,2019-11-29
000680,SHE,Stock,CNY,2018-01-01,2019-11-29
000681,SHE,Stock,CNY,2018-01-01,2019-11-29
000682,SHE,Stock,CNY,2018-01-02,2019-11-29
000683,SHE,Stock,CNY,2018-01-02,2019-11-29
000685,SHE,Stock,CNY,2018-01-01,2019-11-29
000686,SHE,Stock,CNY,2000-01-03,2019-11-29
000687,SHE,Stock,CNY,2018-01-02,2019-11-29
000688,SHE,Stock,CNY,2018-01-02,2019-11-29
000689,SHE,Stock,CNY,,
000690,SHE,Stock,CNY,2000-01-03,2019-11-29
000691,SHE,Stock,CNY,2009-09-01,2019-11-29
000692,SHE,Stock,CNY,2018-01-02,2019-11-29
000693,SHE,Stock,CNY,2018-03-21,2019-07-08
000695,SHE,Stock,CNY,2018-01-16,2019-11-29
000697,SHE,Stock,CNY,2018-01-02,2019-11-29
000698,SHE,Stock,CNY,2018-01-01,2019-11-29
000699,SHE,Stock,CNY,,
000700,SHE,Stock,CNY,2000-01-03,2019-11-29
000701,SHE,Stock,CNY,2000-01-03,2019-11-29
000702,SHE,Stock,CNY,2000-01-03,2019-11-29
000703,SHE,Stock,CNY,2018-01-01,2019-11-29
000705,SHE,Stock,CNY,2018-01-01,2019-11-29
000707,SHE,Stock,CNY,2018-01-02,2019-11-29
000708,SHE,Stock,CNY,2000-01-03,2019-11-29
000709,SHE,Stock,CNY,2000-01-03,2019-11-29
000710,SHE,Stock,CNY,2000-01-03,2019-11-29
000711,SHE,Stock,CNY,2018-01-02,2019-11-29
000712,SHE,Stock,CNY,2018-01-02,2019-11-29
000713,SHE,Stock,CNY,2018-01-01,2019-11-29
000715,SHE,Stock,CNY,2000-01-03,2019-11-29
000716,SHE,Stock,CNY,2018-01-02,2019-11-29
000717,SHE,Stock,CNY,2000-01-03,2019-11-29
000718,SHE,Stock,CNY,2018-01-01,2019-11-29
000719,SHE,Stock,CNY,2018-01-01,2019-11-29
000720,SHE,Stock,CNY,2007-08-30,2019-11-29
000721,SHE,Stock,CNY,2018-01-02,2019-11-29
000722,SHE,Stock,CNY,2018-01-01,2019-11-29
000723,SHE,Stock,CNY,2000-01-03,2019-11-29
000725,SHE,Stock,CNY,2001-01-11,2019-11-29
000726,SHE,Stock,CNY,2018-01-01,2019-11-29
000727,SHE,Stock,CNY,2018-01-02,2019-11-29
000728,SHE,Stock,CNY,2000-01-03,2019-11-29
000729,SHE,Stock,CNY,2000-01-03,2019-11-29
000730,SHE,Stock,CNY,,
000731,SHE,Stock,CNY,2000-01-03,2019-11-29
000732,SHE,Stock,CNY,2018-01-01,2019-11-29
000733,SHE,Stock,CNY,2000-01-03,2019-11-29
000735,SHE,Stock,CNY,2018-01-01,2019-11-29
000736,SHE,Stock,CNY,2018-01-01,2019-11-29
000737,SHE,Stock,CNY,2007-08-30,2019-11-29
000738,SHE,Stock,CNY,2018-01-01,2019-11-29
000739,SHE,Stock,CNY,2000-01-03,2019-11-29
000748,SHE,Stock,CNY,,
000750,SHE,Stock,CNY,2018-01-01,2019-11-29
000751,SHE,Stock,CNY,2018-01-02,2019-11-29
000752,SHE,Stock,CNY,2000-01-03,2019-11-29
000753,SHE,Stock,CNY,2018-01-01,2019-11-29
000755,SHE,Stock,CNY,2018-01-02,2019-11-29
000756,SHE,Stock,CNY,2000-01-03,2019-11-29
000757,SHE,Stock,CNY,2013-02-08,2019-11-29
000758,SHE,Stock,CNY,2018-01-01,2019-11-29
000759,SHE,Stock,CNY,2018-01-01,2019-11-29
000760,SHE,Stock,CNY,2018-01-02,2019-11-29
000761,SHE,Stock,CNY,2000-01-03,2019-11-29
000762,SHE,Stock,CNY,2018-01-02,2019-11-29
000763,SHE,Stock,CNY,,
000765,SHE,Stock,CNY,,
000766,SHE,Stock,CNY,2018-04-24,2019-11-29
000767,SHE,Stock,CNY,2000-01-03,2019-11-29
000768,SHE,Stock,CNY,2018-01-01,2019-11-29
000769,SHE,Stock,CNY,,
000776,SHE,Stock,CNY,2018-01-02,2019-11-29
000777,SHE,Stock,CNY,2018-01-01,2019-11-29
000778,SHE,Stock,CNY,2000-01-03,2019-11-29
000779,SHE,Stock,CNY,2007-08-30,2019-11-29
000780,SHE,Stock,CNY,2000-01-03,2019-11-29
000782,SHE,Stock,CNY,2018-01-01,2019-11-29
000783,SHE,Stock,CNY,2000-01-03,2019-11-29
000785,SHE,Stock,CNY,2018-01-02,2019-11-29
000786,SHE,Stock,CNY,2018-01-01,2019-11-29
000787,SHE,Stock,CNY,,
000788,SHE,Stock,CNY,2018-01-01,2019-11-29
000789,SHE,Stock,CNY,2018-01-01,2019-11-29
000790,SHE,Stock,CNY,2015-01-05,2019-11-29
000791,SHE,Stock,CNY,2018-01-01,2019-11-29
000792,SHE,Stock,CNY,2000-01-03,2019-11-29
000793,SHE,Stock,CNY,2018-01-02,2019-11-29
000795,SHE,Stock,CNY,2000-01-03,2019-11-29
000796,SHE,Stock,CNY,2007-08-30,2019-11-29
000797,SHE,Stock,CNY,2018-01-01,2019-11-29
000798,SHE,Stock,CNY,2018-01-02,2019-11-29
000799,SHE,Stock,CNY,2018-01-01,2019-11-29
000800,SHE,Stock,CNY,2018-01-01,2019-11-29
000801,SHE,Stock,CNY,2018-01-01,2019-11-29
000802,SHE,Stock,CNY,2018-01-01,2019-11-29
000803,SHE,Stock,CNY,2007-08-30,2019-11-29
000805,SHE,Stock,CNY,,
000806,SHE,Stock,CNY,2007-08-30,2019-11-29
000807,SHE,Stock,CNY,2018-01-02,2019-11-29
000809,SHE,Stock,CNY,2000-01-03,2019-11-29
000810,SHE,Stock,CNY,2018-01-01,2019-11-29
000811,SHE,Stock,CNY,2018-01-01,2019-11-29
000812,SHE,Stock,CNY,2007-08-30,2019-11-29
000813,SHE,Stock,CNY,2018-01-02,2019-11-29
000815,SHE,Stock,CNY,2000-01-03,2019-11-29
000816,SHE,Stock,CNY,2000-01-03,2019-11-29
000817,SHE,Stock,CNY,,
000818,SHE,Stock,CNY,2018-01-01,2019-11-29
000819,SHE,Stock,CNY,2018-01-01,2019-11-29
000820,SHE,Stock,CNY,2007-08-30,2019-11-29
000821,SHE,Stock,CNY,2000-01-03,2019-11-29
000822,SHE,Stock,CNY,2018-01-01,2019-11-29
000823,SHE,Stock,CNY,2000-01-03,2019-11-29
000825,SHE,Stock,CNY,2018-01-01,2019-11-29
000826,SHE,Stock,CNY,2018-01-01,2019-11-29
000827,SHE,Stock,CNY,,
000828,SHE,Stock,CNY,2018-01-01,2019-11-29
000829,SHE,Stock,CNY,2018-01-02,2019-11-29
000830,SHE,Stock,CNY,2000-01-03,2019-11-29
000831,SHE,Stock,CNY,2018-01-02,2019-11-29
000832,SHE,Stock,CNY,,
000833,SHE,Stock,CNY,2018-01-01,2019-11-29
000835,SHE,Stock,CNY,2000-01-03,2019-11-29
000836,SHE,Stock,CNY,2018-01-02,2019-11-29
000837,SHE,Stock,CNY,2018-01-02,2019-11-29
000838,SHE,Stock,CNY,2018-01-01,2019-11-29
000839,SHE,Stock,CNY,2000-01-03,2019-11-29
000848,SHE,Stock,CNY,2018-01-01,2019-11-29
000850,SHE,Stock,CNY,2018-01-01,2019-11-29
000851,SHE,Stock,CNY,2018-01-02,2019-11-29
000852,SHE,Stock,CNY,2000-01-03,2019-11-29
000856,SHE,Stock,CNY,2000-01-03,2019-11-29
000858,SHE,Stock,CNY,2018-01-01,2019-11-29
000859,SHE,Stock,CNY,2018-01-01,2019-11-29
000860,SHE,Stock,CNY,2000-01-03,2019-11-29
000861,SHE,Stock,CNY,2018-01-01,2019-11-29
000862,SHE,Stock,CNY,2018-01-02,2019-11-29
000863,SHE,Stock,CNY,2018-01-02,2019-11-29
000866,SHE,Stock,CNY,,
000868,SHE,Stock,CNY,2018-01-02,2019-11-29
000869,SHE,Stock,CNY,2018-01-01,2019-11-29
000875,SHE,Stock,CNY,2007-08-30,2019-11-29
000876,SHE,Stock,CNY,2018-01-01,2019-11-29
000877,SHE,Stock,CNY,2018-01-01,2019-11-29
000878,SHE,Stock,CNY,2018-01-02,2019-11-29
000880,SHE,Stock,CNY,2018-01-01,2019-11-29
000881,SHE,Stock,CNY,2000-01-03,2019-11-29
000882,SHE,Stock,CNY,2018-01-02,2019-11-29
000883,SHE,Stock,CNY,2018-01-01,2019-11-29
000885,SHE,Stock,CNY,2018-01-02,2019-11-29
000886,SHE,Stock,CNY,2018-01-01,2019-11-29
000887,SHE,Stock,CNY,2018-01-01,2019-11-29
000888,SHE,Stock,CNY,2018-01-01,2019-11-29
000889,SHE,Stock,CNY,2015-01-05,2019-11-29
000890,SHE,Stock,CNY,2018-01-02,2019-11-29
000892,SHE,Stock,CNY,2008-04-24,2019-11-29
000893,SHE,Stock,CNY,2018-01-02,2019-11-29
000895,SHE,Stock,CNY,2018-01-01,2019-11-29
000897,SHE,Stock,CNY,2018-01-02,2019-11-29
000898,SHE,Stock,CNY,2018-01-01,2019-11-29
000899,SHE,Stock,CNY,2018-01-01,2019-11-29
000900,SHE,Stock,CNY,2017-10-26,2019-11-29
000901,SHE,Stock,CNY,2018-01-01,2019-11-29
000902,SHE,Stock,CNY,2018-01-01,2019-11-29
000903,SHE,Stock,CNY,2018-01-01,2019-11-29
000905,SHE,Stock,CNY,2000-01-03,2019-11-29
000906,SHE,Stock,CNY,2000-01-03,2019-11-29
000908,SHE,Stock,CNY,2000-01-03,2019-11-29
000909,SHE,Stock,CNY,2018-01-02,2019-11-29
000910,SHE,Stock,CNY,2018-01-01,2019-11-29
000911,SHE,Stock,CNY,2000-01-03,2019-11-29
000912,SHE,Stock,CNY,2007-08-30,2019-11-29
000913,SHE,Stock,CNY,2018-01-02,2019-11-29
000915,SHE,Stock,CNY,2000-01-03,2019-11-29
000916,SHE,Stock,CNY,2007-08-30,2017-12-04
000917,SHE,Stock,CNY,2000-01-04,2019-11-29
000918,SHE,Stock,CNY,2018-01-02,2019-11-29
000919,SHE,Stock,CNY,2018-01-01,2019-11-29
000920,SHE,Stock,CNY,2018-01-01,2019-11-29
000921,SHE,Stock,CNY,2018-01-01,2019-11-29
000922,SHE,Stock,CNY,2018-01-02,2019-11-29
000923,SHE,Stock,CNY,2018-01-01,2019-11-29
000925,SHE,Stock,CNY,2018-01-02,2019-11-29
000926,SHE,Stock,CNY,2000-01-03,2019-11-29
000927,SHE,Stock,CNY,2018-01-02,2019-11-29
000928,SHE,Stock,CNY,2018-01-01,2019-11-29
000929,SHE,Stock,CNY,2018-01-02,2019-11-29
000930,SHE,Stock,CNY,2017-10-23,2019-11-29
000931,SHE,Stock,CNY,2000-01-03,2019-11-29
000932,SHE,Stock,CNY,2018-01-01,2019-11-29
000933,SHE,Stock,CNY,2018-01-01,2019-11-29
000935,SHE,Stock,CNY,2018-01-02,2019-11-29
000936,SHE,Stock,CNY,2018-01-01,2019-11-29
000937,SHE,Stock,CNY,2000-01-03,2019-11-29
000938,SHE,Stock,CNY,2000-01-03,2019-11-29
000939,SHE,Stock,CNY,2007-08-30,2019-04-26
000948,SHE,Stock,CNY,2000-01-03,2019-11-29
000949,SHE,Stock,CNY,2018-01-01,2019-11-29
000950,SHE,Stock,CNY,2017-04-25,2019-11-29
000951,SHE,Stock,CNY,2018-01-01,2019-11-29
000952,SHE,Stock,CNY,2018-01-02,2019-11-29
000953,SHE,Stock,CNY,2018-01-02,2019-11-29
000955,SHE,Stock,CNY,2000-01-03,2019-11-29
000956,SHE,Stock,CNY,,
000957,SHE,Stock,CNY,2018-01-02,2019-11-29
000958,SHE,Stock,CNY,2000-01-03,2019-11-29
000959,SHE,Stock,CNY,2000-01-03,2019-11-29
000960,SHE,Stock,CNY,2018-01-02,2019-11-29
000961,SHE,Stock,CNY,2000-02-29,2019-11-29
000962,SHE,Stock,CNY,2018-01-02,2019-11-29
000963,SHE,Stock,CNY,2000-01-26,2019-11-29
000965,SHE,Stock,CNY,2018-01-01,2019-11-29
000966,SHE,Stock,CNY,2000-03-15,2019-11-29
000967,SHE,Stock,CNY,2000-03-29,2019-11-29
000968,SHE,Stock,CNY,2018-01-01,2019-11-29
000969,SHE,Stock,CNY,2018-01-02,2019-11-29
000970,SHE,Stock,CNY,2000-04-19,2019-11-29
000971,SHE,Stock,CNY,2018-01-02,2019-11-29
000972,SHE,Stock,CNY,2018-01-02,2019-11-29
000973,SHE,Stock,CNY,2000-05-24,2019-11-29
000975,SHE,Stock,CNY,2018-01-02,2019-11-29
000976,SHE,Stock,CNY,2000-06-07,2019-11-29
000977,SHE,Stock,CNY,2018-01-01,2019-11-29
000978,SHE,Stock,CNY,2018-01-01,2019-11-29
000979,SHE,Stock,CNY,2008-01-17,2018-12-27
000980,SHE,Stock,CNY,2000-06-15,2019-11-29
000981,SHE,Stock,CNY,2018-01-02,2019-11-29
000982,SHE,Stock,CNY,2018-01-02,2019-11-29
000983,SHE,Stock,CNY,2000-07-25,2019-11-29
000985,SHE,Stock,CNY,2018-01-02,2019-11-29
000987,SHE,Stock,CNY,2000-07-17,2019-11-29
000988,SHE,Stock,CNY,2018-01-01,2019-11-29
